Zipcode.x,SchoolName,Zipcode_first,Address,City,Zipcode.y,County,X,Y
27587,Richland Creek Elementary,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Elementary,275,NA,NA,NA,NA,-78.5163,36.006045
27604,River Bend Elementary,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27612,River Bend Elementary,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27606,River Bend Elementary,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27609,River Bend Elementary,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27606,River Bend Elementary,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27610,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27616,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27616,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27610,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27545,River Bend Middle,275,NA,NA,NA,NA,-78.531491,35.861975
27610,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27610,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27610,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27614,River Bend Middle,276,NA,NA,NA,NA,-78.531491,35.861975
27707,Riverside High,277,3218 Rose of Sharon Road,Durham,27712,Durham,-78.94302947,36.06557822
27529,Riverwood Middle,275,204 Athletic Club Blvd,Clayton,27527,Johnston,-78.42139349,35.69308211
27518,Riverwood Middle,275,204 Athletic Club Blvd,Clayton,27527,Johnston,-78.42139349,35.69308211
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
28306,Rogers Lane Elementary,283,NA,NA,NA,NA,-78.547086,35.777661
27604,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27604,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27610,Rogers Lane Elementary,276,NA,NA,NA,NA,-78.547086,35.777661
27609,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27601,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27613,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27601,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27606,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27601,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27616,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27610,Root Elementary,276,3202 Northampton Street,Raleigh,27609,Wake,-78.65092637,35.8253143
27603,Salem Elementary,276,NA,NA,NA,NA,-78.850597,35.75608
27539,Salem Middle,275,6150 Old Jenks Road,Apex,27523,Wake,-78.84856998,35.75788175
27603,Salem Middle,276,NA,NA,NA,NA,-78.848263,35.758236
27539,Salem Middle,275,6150 Old Jenks Road,Apex,27523,Wake,-78.84856998,35.75788175
27513,Salem Middle,275,6150 Old Jenks Road,Apex,27523,Wake,-78.84856998,35.75788175
27612,Sanderson High,276,5500 Dixon Drive,Raleigh,27609,Wake,-78.64787914,35.86065558
27606,Sanderson High,276,5500 Dixon Drive,Raleigh,27609,Wake,-78.64787914,35.86065558
27606,Sanderson High,276,5500 Dixon Drive,Raleigh,27609,Wake,-78.64787914,35.86065558
27612,Sanderson High,276,5500 Dixon Drive,Raleigh,27609,Wake,-78.64787914,35.86065558
27609,Score Academy,276,NA,NA,NA,NA,-78.654703,35.722873
27610,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27603,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27604,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27610,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27606,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27529,Smith Elementary,275,NA,NA,NA,NA,-78.6533629,35.71229629
27529,Smith Elementary,275,NA,NA,NA,NA,-78.6533629,35.71229629
27610,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27610,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27610,Smith Elementary,276,1101 Maxwell Drive,Raleigh,27603,Wake,-78.6533629,35.71229629
27529,Smith Elementary,275,NA,NA,NA,NA,-78.6533629,35.71229629
27610,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27610,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27610,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27606,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27610,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27603,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27610,South Garner High,276,NA,NA,NA,NA,-78.579529,35.656882
27601,Southeast High,276,NA,NA,NA,NA,-79.69774,35.972514
27610,Southeast Raleigh Elementary,276,NA,NA,NA,NA,-78.615766,35.761007
27610,Southeast Raleigh Elementary,276,NA,NA,NA,NA,-78.615766,35.761007
27610,Southeast Raleigh Elementary,276,NA,NA,NA,NA,-78.615766,35.761007
27610,Southeast Raleigh Elementary,276,NA,NA,NA,NA,-78.615766,35.761007
27610,Southeast Raleigh Elementary,276,NA,NA,NA,NA,-78.615766,35.761007
27610,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27610,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27604,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27610,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27601,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27610,Southeast Raleigh High,276,2600 Rock Quarry Road,Raleigh,27610,Wake,-78.60440325,35.74632692
27610,Stough Elementary,276,4210 Edwards Mill Rd,Raleigh,27612,Wake,-78.6921256,35.83600255
27610,Stough Elementary,276,4210 Edwards Mill Rd,Raleigh,27612,Wake,-78.6921256,35.83600255
27610,Stough Elementary,276,4210 Edwards Mill Rd,Raleigh,27612,Wake,-78.6921256,35.83600255
27603,Swift Creek Elementary,276,5601 Tryon Rd,Raleigh,27606,Wake,-78.7336896,35.74513537
27607,Swift Creek Elementary,276,5601 Tryon Rd,Raleigh,27606,Wake,-78.7336896,35.74513537
27518,Timber Drive Elementary,275,1601 Timber Drive,Garner,27529,Wake,-78.63552352,35.69012765
27610,Torchlight Academy,276,3211 Bramer Drive,Raleigh,27604,Wake,-78.60656931,35.82698458
27601,Turner Creek Elementary,276,NA,NA,NA,NA,-78.875293,35.772915
27511,Turner Creek Elementary,275,6801 Turner Creek Road,Cary,27519,Wake,-78.87486852,35.77293032
27601,Turner Creek Elementary,276,NA,NA,NA,NA,-78.87486852,35.77293032
27511,Turner Creek Elementary,275,6801 Turner Creek Road,Cary,27519,Wake,-78.87486852,35.77293032
27613,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27613,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27610,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27609,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27610,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27610,Underwood Elementary,276,1614 Glenwood Avenue,Raleigh,27608,Wake,-78.64535752,35.80231424
27606,United Methodist,276,NA,NA,NA,NA,-79.053222,35.913291
27610,Vandora Springs Elementary,276,NA,NA,NA,NA,-78.62915,35.699211
27610,Vandora Springs Elementary,276,NA,NA,NA,NA,-78.62915,35.699211
27610,Vandora Springs Elementary,276,NA,NA,NA,NA,-78.62915,35.699211
27545,Vick Elementary,275,NA,NA,NA,NA,-77.896352,35.719989
27545,Vick Elementary,275,NA,NA,NA,NA,-77.896352,35.719989
27545,Vick Elementary,275,NA,NA,NA,NA,-77.896352,35.719989
27612,Vinson Bynum Elementary,276,NA,NA,NA,NA,-77.9404,35.720212
27591,Wake Early College of Health and Science,275,NA,NA,NA,NA,-78.584547,35.785016
27591,Wake Early College of Health and Science,275,NA,NA,NA,NA,-78.584547,35.785016
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27507,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27549,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27616,Wake Forest Elementary,276,NA,NA,NA,NA,-78.51415688,35.97595966
27507,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27549,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27616,Wake Forest Elementary,276,NA,NA,NA,NA,-78.51415688,35.97595966
27616,Wake Forest Elementary,276,NA,NA,NA,NA,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27616,Wake Forest Elementary,276,NA,NA,NA,NA,-78.51415688,35.97595966
27587,Wake Forest Elementary,275,136 W Sycamore Avenue,Wake Forest,27587,Wake,-78.51415688,35.97595966
27616,Wake Forest High,276,NA,NA,NA,NA,-78.515309,35.98479
27587,Wake Forest High,275,NA,NA,NA,NA,-78.515309,35.98479
27587,Wake Forest High,275,NA,NA,NA,NA,-78.515309,35.98479
27616,Wake Forest High,276,NA,NA,NA,NA,-78.515309,35.98479
27610,Wake Forest High,276,NA,NA,NA,NA,-78.515309,35.98479
27587,Wake Forest High,275,NA,NA,NA,NA,-78.515309,35.98479
27591,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27616,Wake Forest Middle,276,NA,NA,NA,NA,-78.528521,35.954068
27616,Wake Forest Middle,276,NA,NA,NA,NA,-78.528521,35.954068
27587,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27587,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27587,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27587,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27587,Wake Forest Middle,275,NA,NA,NA,NA,-78.528521,35.954068
27703,Wakefield Elementary,277,NA,NA,NA,NA,-78.56791,35.945858
27587,Wakefield Elementary,275,NA,NA,NA,NA,-78.56791,35.945858
27604,Wakefield High,276,2200 Wakefield Pines Drive,Raleigh,27614,Wake,-78.57042689,35.94797337
27616,Wakefield High,276,2200 Wakefield Pines Drive,Raleigh,27614,Wake,-78.57042689,35.94797337
27587,Wakefield Middle,275,NA,NA,NA,NA,-78.56953,35.945773
27597,Wakelon Elementary,275,8921 Pippin Rd,Zebulon,27597,Wake,-78.39411422,35.8044714
27597,Wakelon Elementary,275,8921 Pippin Rd,Zebulon,27597,Wake,-78.39411422,35.8044714
27597,Wakelon Elementary,275,8921 Pippin Rd,Zebulon,27597,Wake,-78.39411422,35.8044714
27604,Wakelon Elementary,276,NA,NA,NA,NA,-78.39411422,35.8044714
27597,Wakelon Elementary,275,8921 Pippin Rd,Zebulon,27597,Wake,-78.39411422,35.8044714
27616,Wakelon Elementary,276,NA,NA,NA,NA,-78.39411422,35.8044714
27597,Wakelon Elementary,275,8921 Pippin Rd,Zebulon,27597,Wake,-78.39411422,35.8044714
27529,Walnut Creek ES,275,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27609,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27609,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27601,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27529,Walnut Creek ES,275,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27610,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27604,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27529,Walnut Creek ES,275,NA,NA,NA,NA,-78.58734992,35.7453802
27609,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27529,Walnut Creek ES,275,NA,NA,NA,NA,-78.58734992,35.7453802
27610,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27610,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27529,Walnut Creek ES,275,NA,NA,NA,NA,-78.58734992,35.7453802
27610,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27610,Walnut Creek ES,276,2600 Sunnybrook Rd,Raleigh,27610,Wake,-78.58734992,35.7453802
27560,Washington County Middle,275,NA,NA,NA,NA,-76.610064,35.871627
27560,Washington County Middle,275,NA,NA,NA,NA,-76.610064,35.871627
27610,Washington Elementary,276,1000 Fayetteville St,Raleigh,27601,Wake,-78.64265531,35.7673302
27606,Washington Elementary,276,1000 Fayetteville St,Raleigh,27601,Wake,-78.64265531,35.7673302
27610,Washington Elementary,276,1000 Fayetteville St,Raleigh,27601,Wake,-78.64265531,35.7673302
27519,Weatherstone Elementary,275,1000 Olde Weatherstone Way,Cary,27513,Wake,-78.81127363,35.792122
27606,Weatherstone Elementary,276,NA,NA,NA,NA,-78.81127363,35.792122
27519,Weatherstone Elementary,275,1000 Olde Weatherstone Way,Cary,27513,Wake,-78.81127363,35.792122
27607,Weatherstone Elementary,276,NA,NA,NA,NA,-78.81127363,35.792122
27617,Wells Elementary,276,NA,NA,NA,NA,-77.917912,35.744847
27617,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27616,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27604,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27610,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27591,Wendell Elementary,275,3355 Wendell Blvd,Wendell,27591,Wake,-78.372046,35.785672
27617,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27591,Wendell Elementary,275,3355 Wendell Blvd,Wendell,27591,Wake,-78.372046,35.785672
27604,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27610,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27617,Wendell Elementary,276,NA,NA,NA,NA,-78.372046,35.785672
27591,Wendell Elementary,275,3355 Wendell Blvd,Wendell,27591,Wake,-78.372046,35.785672
27545,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27591,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27545,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27591,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27591,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27545,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27545,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27591,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27591,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27545,Wendell Middle,275,3409 NC Highway 97,Wendell,27591,Wake,-78.39380383,35.80445605
27610,West Lake Middle,276,NA,NA,NA,NA,-78.760451,35.660176
27610,West Lake Middle,276,NA,NA,NA,NA,-78.760451,35.660176
27610,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27606,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27610,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27604,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27609,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27609,West Millbrook Middle,276,8115 Strickland Rd,Raleigh,27615,Wake,-78.6302812,35.89258065
27529,West View Elementary,275,11755 Cleveland Road,Garner,27529,Johnston,-78.56077983,35.59321006
27529,West View Elementary,275,11755 Cleveland Road,Garner,27529,Johnston,-78.56077983,35.59321006
27610,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27604,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27604,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27607,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27616,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27610,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27601,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27610,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27610,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27601,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27603,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27607,Wilburn Elementary,276,3851 Spring Forest Rd,Raleigh,27616,Wake,-78.57557147,35.81942266
27612,Wildwood Forest Elementary,276,8401 Wildwood Forest Drive,Raleigh,27616,Wake,-78.55134979,35.89341949
27612,Wildwood Forest Elementary,276,8401 Wildwood Forest Drive,Raleigh,27616,Wake,-78.55134979,35.89341949
27616,Wildwood Forest Elementary,276,8401 Wildwood Forest Drive,Raleigh,27616,Wake,-78.55134979,35.89341949
27616,Wildwood Forest Elementary,276,8401 Wildwood Forest Drive,Raleigh,27616,Wake,-78.55134979,35.89341949
27616,Wildwood Forest Elementary,276,8401 Wildwood Forest Drive,Raleigh,27616,Wake,-78.55134979,35.89341949
27604,Wiley Elementary,276,301 Saint Mary's St,Raleigh,27605,Wake,-78.65135722,35.7850162
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27603,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27604,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27601,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,William G Enloe High,276,128 Clarendon Crescent,Raleigh,27610,Wake,-78.60424213,35.78458703
27610,Willow Springs Elementary,276,NA,NA,NA,NA,-78.728399,35.593329
27603,Yates Mill Elementary,276,5993 Yates Mill Pond Road,Raleigh,27606,Wake,-78.72889897,35.73750445
27616,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27612,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27612,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27613,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27617,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27617,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27617,York Elementary,276,5201 Brookhaven Dr,Raleigh,27612,Wake,-78.68339203,35.85251193
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27591,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27591,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27591,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Elementary,275,700 Proctor St,Zebulon,27597,Wake,-78.32003187,35.83962829
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27545,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27545,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27616,Zebulon Middle,276,NA,NA,NA,NA,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27616,Zebulon Middle,276,NA,NA,NA,NA,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27591,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
27597,Zebulon Middle,275,1000 Shepard School Rd,Zebulon,27597,Wake,-78.31237842,35.83162804
